 	Label	Area	X	Y	Division
1	Pos002CFP-2.tif:0001-0307-0767:1	532	768.145	307.765	0
2	Pos002CFP-2.tif:0002-0301-0712:2	441	712.534	301.226	0
3	Pos002CFP-2.tif:0003-0290-0765:3	567	765.828	290.375	0
4	Pos002CFP-2.tif:0004-0273-0782:4	610	781.874	272.751	0
5	Pos002CFP-2.tif:0005-0261-0793:5	579	793.039	260.828	0
6	Pos002CFP-2.tif:0006-0251-0802:6	550	802.289	251.233	0
7	Pos002CFP-2.tif:0007-0272-0806:7	672	805.438	273.766	1
8	Pos002CFP-2.tif:0008-0285-0796:8	269	795.816	286.069	0
9	Pos002CFP-2.tif:0009-0284-0798:9	244	797.967	286.164	0
10	Pos002CFP-2.tif:0010-0283-0798:10	279	797.744	283.912	0
11	Pos002CFP-2.tif:0011-0284-0799:11	326	799.534	284.957	0
12	Pos002CFP-2.tif:0012-0285-0801:12	317	800.462	285.724	0
13	Pos002CFP-2.tif:0013-0289-0805:13	392	804.722	289.413	0
14	Pos002CFP-2.tif:0014-0290-0809:14	399	809.660	289.853	0
15	Pos002CFP-2.tif:0015-0290-0817:15	395	816.758	289.799	0
16	Pos002CFP-2.tif:0016-0291-0823:16	397	822.858	290.956	0
17	Pos002CFP-2.tif:0017-0292-0828:17	410	827.907	292.176	0
18	Pos002CFP-2.tif:0018-0293-0831:18	413	831.057	293.936	0
19	Pos002CFP-2.tif:0019-0295-0833:19	420	833.457	294.988	0
20	Pos002CFP-2.tif:0020-0297-0819:20	380	818.937	296.671	0
21	Pos002CFP-2.tif:0021-0297-0788:21	374	789.070	296.757	0
22	Pos002CFP-2.tif:0022-0297-0787:22	386	788.111	297.350	0
23	Pos002CFP-2.tif:0023-0300-0790:23	405	791.095	300.132	0
24	Pos002CFP-2.tif:0024-0300-0789:24	411	789.619	300.680	0
25	Pos002CFP-2.tif:0025-0298-0789:25	411	789.780	298.495	0
26	Pos002CFP-2.tif:0026-0295-0793:26	407	792.824	295.539	0
27	Pos002CFP-2.tif:0027-0294-0800:27	381	800.193	294.689	0
28	Pos002CFP-2.tif:0028-0299-0804:28	355	804.565	298.993	0
29	Pos002CFP-2.tif:0029-0297-0799:29	375	799.401	297.767	0
30	Pos002CFP-2.tif:0030-0302-0809:30	368	809.584	302.802	0
31	Pos002CFP-2.tif:0031-0303-0811:31	384	810.549	302.716	0
32	Pos002CFP-2.tif:0032-0299-0834:32	363	833.693	298.888	0
33	Pos002CFP-2.tif:0033-0292-0838:33	379	838.352	291.856	0
34	Pos002CFP-2.tif:0034-0291-0838:34	377	838.208	291.927	0
35	Pos002CFP-2.tif:0035-0292-0834:35	382	834.147	292.531	0
36	Pos002CFP-2.tif:0036-0293-0832:36	373	831.881	293.462	0
37	Pos002CFP-2.tif:0037-0295-0829:37	379	828.439	295.368	0
38	Pos002CFP-2.tif:0038-0295-0827:38	367	826.402	295.462	0
39	Pos002CFP-2.tif:0039-0295-0825:39	367	824.604	295.421	0
40	Pos002CFP-2.tif:0040-0295-0823:40	363	822.690	295.202	0
41	Pos002CFP-2.tif:0041-0295-0822:41	364	821.610	294.665	0
42	Pos002CFP-2.tif:0042-0295-0820:42	357	819.682	294.884	0
43	Pos002CFP-2.tif:0043-0294-0819:43	360	818.803	294.108	0
44	Pos002CFP-2.tif:0044-0293-0821:44	363	820.957	293.255	0
45	Pos002CFP-2.tif:0045-0293-0823:45	364	822.283	292.854	0
46	Pos002CFP-2.tif:0046-0292-0824:46	361	824.018	292.561	0
47	Pos002CFP-2.tif:0047-0292-0826:47	365	825.585	293.062	0
48	Pos002CFP-2.tif:0048-0293-0827:48	366	826.888	293.937	0
49	Pos002CFP-2.tif:0049-0293-0826:49	371	825.629	293.772	0
50	Pos002CFP-2.tif:0050-0293-0823:50	362	822.329	293.931	0
51	Pos002CFP-2.tif:0051-0294-0821:51	359	820.926	294.338	0
52	Pos002CFP-2.tif:0052-0294-0823:52	361	822.727	293.841	0
53	Pos002CFP-2.tif:0053-0293-0824:53	359	823.873	293.375	0
54	Pos002CFP-2.tif:0054-0294-0825:54	358	824.824	293.849	0
55	Pos002CFP-2.tif:0055-0295-0825:55	354	824.895	295.814	0
56	Pos002CFP-2.tif:0056-0297-0824:56	347	824.154	297.333	0
57	Pos002CFP-2.tif:0057-0296-0823:57	350	823.126	296.634	0
58	Pos002CFP-2.tif:0058-0296-0821:58	350	821.020	296.691	0
59	Pos002CFP-2.tif:0059-0297-0824:59	340	823.438	296.650	0
60	Pos002CFP-2.tif:0060-0297-0825:60	352	825.267	297.190	0
61	Pos002CFP-2.tif:0061-0298-0826:61	357	825.982	297.542	0
62	Pos002CFP-2.tif:0062-0298-0828:62	356	827.972	297.576	0
63	Pos002CFP-2.tif:0063-0298-0832:63	352	831.679	297.636	0
64	Pos002CFP-2.tif:0064-0298-0833:64	359	833.004	298.110	0
65	Pos002CFP-2.tif:0065-0297-0832:65	350	832.643	298.023	0
66	Pos002CFP-2.tif:0066-0299-0829:66	356	829.177	299.388	0
67	Pos002CFP-2.tif:0067-0299-0828:67	353	828.330	298.897	0
68	Pos002CFP-2.tif:0068-0298-0826:68	363	825.883	298.200	0
69	Pos002CFP-2.tif:0069-0298-0826:69	354	826.291	298.028	0
70	Pos002CFP-2.tif:0070-0298-0829:70	357	829.136	298.175	0
71	Pos002CFP-2.tif:0071-0298-0829:71	360	829.872	298.856	0
72	Pos002CFP-2.tif:0072-0299-0827:72	360	827.450	299.881	0
73	Pos002CFP-2.tif:0073-0300-0822:73	356	822.239	300.354	0
