 	Label	Area	X	Y	Division
1	Pos001CFP-2.tif:0004-0217-0472:4	399	472.034	216.914	1
2	Pos001CFP-2.tif:0005-0214-0467:5	260	467.496	214.319	0
3	Pos001CFP-2.tif:0006-0216-0473:6	201	473.709	217.351	0
4	Pos001CFP-2.tif:0007-0218-0474:7	240	474.683	218.562	0
5	Pos001CFP-2.tif:0008-0219-0471:8	289	471.178	219.313	0
6	Pos001CFP-2.tif:0009-0219-0471:9	292	471.384	220.010	0
7	Pos001CFP-2.tif:0010-0219-0470:10	292	470.233	219.202	0
8	Pos001CFP-2.tif:0011-0218-0467:11	296	467.159	217.875	0
9	Pos001CFP-2.tif:0012-0215-0464:12	294	464.520	215.027	0
10	Pos001CFP-2.tif:0013-0215-0459:13	297	458.921	214.803	0
11	Pos001CFP-2.tif:0014-0218-0450:14	326	450.439	218.316	0
12	Pos001CFP-2.tif:0015-0219-0444:15	324	444.034	219.179	0
13	Pos001CFP-2.tif:0016-0217-0433:16	311	433.416	217.153	0
14	Pos001CFP-2.tif:0017-0215-0425:17	284	425.556	215.380	0
15	Pos001CFP-2.tif:0018-0219-0417:18	305	417.090	220.146	0
16	Pos001CFP-2.tif:0019-0227-0406:19	365	407.393	226.925	0
17	Pos001CFP-2.tif:0020-0243-0386:20	318	386.978	243.855	0
18	Pos001CFP-2.tif:0021-0255-0369:21	268	369.776	256.358	0
19	Pos001CFP-2.tif:0022-0263-0374:22	313	374.280	263.986	0
20	Pos001CFP-2.tif:0023-0267-0369:23	254	369.394	266.898	0
21	Pos001CFP-2.tif:0024-0266-0354:24	273	354.932	265.962	0
22	Pos001CFP-2.tif:0025-0260-0336:25	298	337.067	261.040	0
23	Pos001CFP-2.tif:0026-0258-0321:26	294	322.241	258.755	0
24	Pos001CFP-2.tif:0027-0268-0322:27	311	323.008	268.423	0
25	Pos001CFP-2.tif:0028-0286-0315:28	208	315.462	286.837	0
26	Pos001CFP-2.tif:0029-0298-0315:29	201	315.197	298.495	0
27	Pos001CFP-2.tif:0030-0312-0322:30	134	322.418	311.284	0
28	Pos001CFP-2.tif:0031-0329-0333:31	284	334.208	329.257	0
29	Pos001CFP-2.tif:0032-0345-0343:32	247	343.415	345.123	0
30	Pos001CFP-2.tif:0033-0359-0346:33	266	346.921	359.180	0
31	Pos001CFP-2.tif:0034-0372-0349:34	239	349.236	371.676	0
32	Pos001CFP-2.tif:0035-0378-0351:35	259	351.878	377.712	0
33	Pos001CFP-2.tif:0036-0382-0352:36	278	352.766	381.874	0
34	Pos001CFP-2.tif:0037-0384-0353:37	282	353.585	383.571	0
35	Pos001CFP-2.tif:0038-0392-0354:38	291	354.235	392.531	0
36	Pos001CFP-2.tif:0039-0406-0360:39	264	360.917	405.655	0
37	Pos001CFP-2.tif:0040-0414-0365:40	285	365.311	413.689	0
38	Pos001CFP-2.tif:0041-0419-0362:41	282	362.532	419.160	0
39	Pos001CFP-2.tif:0042-0424-0360:42	293	359.753	424.514	0
40	Pos001CFP-2.tif:0043-0428-0354:43	288	353.840	428.521	0
41	Pos001CFP-2.tif:0044-0439-0349:44	281	348.998	438.920	0
42	Pos001CFP-2.tif:0045-0454-0344:45	245	344.749	454.418	0
43	Pos001CFP-2.tif:0046-0465-0343:46	274	343.442	465.869	0
44	Pos001CFP-2.tif:0047-0474-0345:47	268	345.287	474.974	0
45	Pos001CFP-2.tif:0048-0484-0349:48	281	348.874	485.077	0
46	Pos001CFP-2.tif:0049-0496-0350:49	277	350.392	496.218	0
47	Pos001CFP-2.tif:0050-0512-0352:50	287	351.280	511.977	0
48	Pos001CFP-2.tif:0051-0521-0352:51	299	352.236	521.149	0
49	Pos001CFP-2.tif:0052-0524-0364:52	302	364.281	523.983	0
50	Pos001CFP-2.tif:0053-0522-0382:53	273	382.625	522.694	0
51	Pos001CFP-2.tif:0054-0527-0401:54	293	400.445	527.845	0
52	Pos001CFP-2.tif:0055-0530-0416:55	278	416.349	530.367	0
53	Pos001CFP-2.tif:0056-0533-0425:56	288	425.635	533.872	0
54	Pos001CFP-2.tif:0057-0542-0436:57	292	436.325	542.435	0
55	Pos001CFP-2.tif:0058-0554-0446:58	282	446.745	553.706	0
56	Pos001CFP-2.tif:0059-0570-0455:59	270	454.259	569.607	0
57	Pos001CFP-2.tif:0060-0580-0467:60	266	466.726	579.880	0
58	Pos001CFP-2.tif:0061-0572-0476:61	266	475.853	571.350	0
59	Pos001CFP-2.tif:0062-0557-0473:62	299	473.426	557.400	0
60	Pos001CFP-2.tif:0063-0550-0477:63	295	477.625	549.978	0
61	Pos001CFP-2.tif:0064-0541-0481:64	288	481.226	541.743	0
62	Pos001CFP-2.tif:0065-0533-0485:65	270	485.770	533.556	0
63	Pos001CFP-2.tif:0066-0535-0489:66	262	489.443	535.420	0
64	Pos001CFP-2.tif:0067-0540-0493:67	293	493.346	540.657	0
65	Pos001CFP-2.tif:0068-0538-0495:68	295	495.375	538.086	0
66	Pos001CFP-2.tif:0069-0540-0496:69	282	496.277	540.142	0
67	Pos001CFP-2.tif:0070-0544-0493:70	267	493.440	543.496	0
68	Pos001CFP-2.tif:0071-0551-0491:71	270	491.848	550.922	0
69	Pos001CFP-2.tif:0072-0558-0490:72	289	490.583	558.116	0
70	Pos001CFP-2.tif:0073-0563-0487:73	297	486.796	562.244	0
