 	Label	Area	X	Y	Division
1	Pos003CFP.tif:0001-0135-0183:1	295	183.656	135.419	0
2	Pos003CFP.tif:0002-0127-0182:2	288	182.236	126.854	0
3	Pos003CFP.tif:0003-0142-0136:3	234	136.004	142.547	0
4	Pos003CFP.tif:0004-0155-0160:4	251	159.436	155.612	0
5	Pos003CFP.tif:0005-0154-0234:5	294	234.452	154.561	0
6	Pos003CFP.tif:0006-0154-0234:6	307	235.031	154.044	1
7	Pos003CFP.tif:0007-0154-0232:7	107	232.407	153.706	0
8	Pos003CFP.tif:0008-0153-0235:8	90	236.000	153.133	0
9	Pos003CFP.tif:0009-0148-0234:9	177	235.319	148.404	0
10	Pos003CFP.tif:0010-0148-0232:10	227	233.672	148.579	0
11	Pos003CFP.tif:0011-0143-0224:11	269	224.868	143.686	0
12	Pos003CFP.tif:0012-0142-0219:12	268	220.493	142.246	0
13	Pos003CFP.tif:0013-0140-0213:13	269	214.961	139.898	0
14	Pos003CFP.tif:0014-0137-0207:14	278	208.978	136.932	0
15	Pos003CFP.tif:0015-0134-0199:15	270	200.048	134.056	0
16	Pos003CFP.tif:0016-0129-0183:16	273	184.764	128.544	0
17	Pos003CFP.tif:0017-0128-0176:17	252	177.333	128.135	0
18	Pos003CFP.tif:0018-0126-0174:18	242	174.835	126.393	0
19	Pos003CFP.tif:0019-0123-0160:19	181	160.213	123.953	0
20	Pos003CFP.tif:0020-0119-0155:20	252	156.127	118.710	0
21	Pos003CFP.tif:0021-0117-0151:21	247	151.775	117.140	0
22	Pos003CFP.tif:0022-0114-0137:22	238	137.571	114.529	0
23	Pos003CFP.tif:0023-0114-0134:23	237	134.707	114.053	0
24	Pos003CFP.tif:0024-0114-0136:24	238	137.063	113.634	0
25	Pos003CFP.tif:0025-0113-0135:25	245	135.676	113.178	0
26	Pos003CFP.tif:0026-0112-0136:26	225	136.229	112.758	0
27	Pos003CFP.tif:0027-0110-0131:27	218	131.050	110.216	0
28	Pos003CFP.tif:0028-0105-0117:28	219	117.555	105.715	0
29	Pos003CFP.tif:0029-0104-0116:29	227	116.632	104.403	0
30	Pos003CFP.tif:0030-0103-0125:30	147	125.330	103.901	0
31	Pos003CFP.tif:0031-0105-0127:31	161	128.115	105.401	0
32	Pos003CFP.tif:0032-0108-0130:32	195	131.326	108.854	0
33	Pos003CFP.tif:0033-0113-0127:33	165	127.864	111.894	0
34	Pos003CFP.tif:0034-0116-0120:34	218	119.913	115.693	0
35	Pos003CFP.tif:0035-0115-0114:35	233	113.766	115.255	0
36	Pos003CFP.tif:0036-0115-0112:36	237	111.673	115.791	0
37	Pos003CFP.tif:0037-0122-0111:37	230	111.000	122.048	0
38	Pos003CFP.tif:0038-0131-0110:38	221	110.260	131.532	0
39	Pos003CFP.tif:0039-0134-0106:39	227	105.804	134.275	0
40	Pos003CFP.tif:0040-0134-0104:40	226	103.819	134.588	0
41	Pos003CFP.tif:0041-0137-0102:41	235	102.189	137.543	0
42	Pos003CFP.tif:0042-0137-0102:42	245	102.214	138.251	0
43	Pos003CFP.tif:0043-0138-0099:43	236	99.551	138.860	0
44	Pos003CFP.tif:0044-0146-0095:44	229	95.945	146.862	0
45	Pos003CFP.tif:0045-0152-0093:45	231	93.833	152.868	0
46	Pos003CFP.tif:0046-0158-0090:46	233	91.015	158.697	0
47	Pos003CFP.tif:0047-0166-0088:47	225	89.291	167.038	0
48	Pos003CFP.tif:0048-0166-0088:48	230	89.170	166.761	0
49	Pos003CFP.tif:0049-0167-0089:49	232	89.608	167.547	0
50	Pos003CFP.tif:0050-0168-0088:50	229	89.133	169.430	0
51	Pos003CFP.tif:0051-0169-0089:51	227	89.861	169.830	0
52	Pos003CFP.tif:0052-0166-0089:52	232	90.323	167.862	0
53	Pos003CFP.tif:0053-0165-0091:53	230	91.243	165.917	0
54	Pos003CFP.tif:0054-0159-0092:54	226	92.283	160.350	0
55	Pos003CFP.tif:0055-0138-0096:55	230	96.987	139.487	0
56	Pos003CFP.tif:0056-0137-0096:56	235	96.951	138.257	0
57	Pos003CFP.tif:0057-0134-0097:57	228	97.908	134.833	0
58	Pos003CFP.tif:0058-0133-0097:58	233	97.740	133.796	0
59	Pos003CFP.tif:0059-0133-0097:59	242	98.103	134.169	0
60	Pos003CFP.tif:0060-0133-0098:60	242	98.521	134.331	0
61	Pos003CFP.tif:0061-0138-0098:61	236	98.856	138.470	0
62	Pos003CFP.tif:0062-0145-0098:62	238	98.891	145.416	0
63	Pos003CFP.tif:0063-0142-0100:63	244	100.250	142.791	0
64	Pos003CFP.tif:0064-0107-0103:64	208	102.861	107.341	0
65	Pos003CFP.tif:0065-0107-0100:65	207	100.466	106.693	0
66	Pos003CFP.tif:0066-0105-0105:66	192	104.984	104.781	0
67	Pos003CFP.tif:0067-0102-0109:67	200	108.270	102.090	0
68	Pos003CFP.tif:0068-0101-0109:68	209	109.012	100.859	0
69	Pos003CFP.tif:0069-0103-0112:69	206	112.044	102.286	0
70	Pos003CFP.tif:0070-0100-0113:70	213	112.345	100.054	0
71	Pos003CFP.tif:0071-0100-0114:71	214	113.855	99.977	0
72	Pos003CFP.tif:0072-0099-0115:72	216	114.958	99.023	0
73	Pos003CFP.tif:0073-0099-0116:73	237	116.141	99.255	0
