 	Label	Area	X	Y	Division
1	Pos001CFP-2.tif:0001-0272-0651:1	490	651.286	271.729	0
2	Pos001CFP-2.tif:0002-0268-0664:2	446	664.446	267.325	0
3	Pos001CFP-2.tif:0003-0265-0667:3	521	666.909	265.245	0
4	Pos001CFP-2.tif:0004-0264-0668:4	505	668.122	263.874	1
5	Pos001CFP-2.tif:0005-0282-0670:5	261	670.056	282.718	0
6	Pos001CFP-2.tif:0006-0277-0665:6	205	665.124	277.232	0
7	Pos001CFP-2.tif:0007-0276-0663:7	208	662.861	275.673	0
8	Pos001CFP-2.tif:0008-0276-0664:8	257	663.691	276.045	0
9	Pos001CFP-2.tif:0009-0277-0661:9	333	662.131	277.371	0
10	Pos001CFP-2.tif:0010-0275-0663:10	330	662.970	275.506	0
11	Pos001CFP-2.tif:0011-0273-0662:11	255	661.920	273.190	0
12	Pos001CFP-2.tif:0012-0278-0660:12	251	660.233	278.516	0
13	Pos001CFP-2.tif:0013-0281-0657:13	258	657.802	280.853	0
14	Pos001CFP-2.tif:0014-0280-0654:14	227	655.932	279.482	0
15	Pos001CFP-2.tif:0015-0280-0655:15	270	656.593	280.304	0
16	Pos001CFP-2.tif:0016-0281-0653:16	344	654.087	281.270	0
17	Pos001CFP-2.tif:0017-0280-0653:17	353	653.469	280.432	0
18	Pos001CFP-2.tif:0018-0278-0658:18	356	658.781	278.177	0
19	Pos001CFP-2.tif:0019-0262-0676:19	281	676.639	262.258	0
20	Pos001CFP-2.tif:0020-0235-0684:20	347	684.307	235.108	0
21	Pos001CFP-2.tif:0021-0220-0686:21	330	686.273	220.558	0
22	Pos001CFP-2.tif:0022-0207-0693:22	330	693.124	206.967	0
23	Pos001CFP-2.tif:0023-0190-0693:23	319	693.083	190.102	0
24	Pos001CFP-2.tif:0024-0178-0695:24	318	696.270	178.176	0
25	Pos001CFP-2.tif:0025-0171-0705:25	330	705.442	170.427	0
26	Pos001CFP-2.tif:0026-0159-0709:26	342	709.693	159.632	0
27	Pos001CFP-2.tif:0027-0156-0721:27	365	721.021	156.275	0
28	Pos001CFP-2.tif:0028-0162-0726:28	354	726.014	162.754	0
29	Pos001CFP-2.tif:0029-0167-0730:29	365	730.114	167.445	0
30	Pos001CFP-2.tif:0030-0166-0735:30	362	735.434	167.011	0
31	Pos001CFP-2.tif:0031-0161-0742:31	378	742.116	161.415	0
32	Pos001CFP-2.tif:0032-0158-0748:32	386	748.759	157.930	0
33	Pos001CFP-2.tif:0033-0159-0750:33	370	750.473	159.859	0
34	Pos001CFP-2.tif:0034-0156-0752:34	359	752.319	157.143	0
35	Pos001CFP-2.tif:0035-0145-0759:35	223	758.930	146.119	0
36	Pos001CFP-2.tif:0036-0136-0765:36	368	765.872	136.886	0
37	Pos001CFP-2.tif:0037-0139-0764:37	371	764.718	140.050	0
38	Pos001CFP-2.tif:0038-0144-0762:38	376	762.580	144.678	0
39	Pos001CFP-2.tif:0039-0165-0753:39	355	753.827	166.151	0
40	Pos001CFP-2.tif:0040-0192-0732:40	341	732.925	192.817	0
41	Pos001CFP-2.tif:0041-0206-0725:41	341	726.060	206.362	0
42	Pos001CFP-2.tif:0042-0229-0697:42	289	696.971	229.458	0
43	Pos001CFP-2.tif:0043-0248-0676:43	324	677.019	249.003	0
44	Pos001CFP-2.tif:0044-0261-0669:44	335	669.703	261.231	0
45	Pos001CFP-2.tif:0045-0270-0672:45	329	671.962	270.819	0
46	Pos001CFP-2.tif:0046-0284-0673:46	359	673.366	284.063	0
47	Pos001CFP-2.tif:0047-0304-0679:47	329	678.956	304.299	0
48	Pos001CFP-2.tif:0048-0316-0683:48	222	681.928	316.505	0
49	Pos001CFP-2.tif:0049-0336-0687:49	337	686.862	335.820	0
50	Pos001CFP-2.tif:0050-0348-0687:50	347	686.909	348.379	0
51	Pos001CFP-2.tif:0051-0367-0699:51	342	698.962	366.871	0
52	Pos001CFP-2.tif:0052-0368-0697:52	357	697.427	368.690	0
53	Pos001CFP-2.tif:0053-0368-0691:53	357	691.111	368.786	0
54	Pos001CFP-2.tif:0054-0368-0681:54	368	681.144	368.264	0
55	Pos001CFP-2.tif:0055-0374-0667:55	357	667.094	374.548	0
56	Pos001CFP-2.tif:0056-0390-0650:56	352	650.179	390.682	0
57	Pos001CFP-2.tif:0057-0402-0640:57	319	640.271	401.929	0
58	Pos001CFP-2.tif:0058-0417-0629:58	322	628.733	417.593	0
59	Pos001CFP-2.tif:0059-0428-0634:59	314	633.850	428.067	0
60	Pos001CFP-2.tif:0060-0439-0640:60	314	640.382	439.373	0
61	Pos001CFP-2.tif:0061-0452-0647:61	337	647.067	451.705	0
62	Pos001CFP-2.tif:0062-0471-0656:62	341	656.870	471.301	0
63	Pos001CFP-2.tif:0063-0486-0663:63	334	662.949	486.719	0
64	Pos001CFP-2.tif:0064-0499-0670:64	327	669.580	499.583	0
65	Pos001CFP-2.tif:0065-0517-0674:65	338	674.802	517.574	0
66	Pos001CFP-2.tif:0066-0536-0682:66	341	681.567	536.224	0
67	Pos001CFP-2.tif:0067-0554-0690:67	330	689.991	554.236	0
68	Pos001CFP-2.tif:0068-0563-0698:68	338	697.982	562.722	0
69	Pos001CFP-2.tif:0069-0577-0710:69	349	710.073	577.646	0
70	Pos001CFP-2.tif:0070-0588-0723:70	363	722.442	588.029	0
71	Pos001CFP-2.tif:0071-0592-0730:71	264	729.239	593.136	0
72	Pos001CFP-2.tif:0072-0599-0737:72	192	736.849	599.604	0
73	Pos001CFP-2.tif:0073-0608-0736:73	167	736.141	607.871	0
