 	Label	Area	X	Y	Division
1	Pos001CFP-2.tif:0005-0457-0511:5	384	511.331	457.333	1
2	Pos001CFP-2.tif:0006-0433-0519:6	257	519.512	434.193	0
3	Pos001CFP-2.tif:0007-0429-0520:7	345	520.796	429.683	0
4	Pos001CFP-2.tif:0008-0421-0522:8	376	522.327	421.386	0
5	Pos001CFP-2.tif:0009-0426-0521:9	398	520.394	425.636	0
6	Pos001CFP-2.tif:0010-0425-0519:10	379	519.394	425.292	0
7	Pos001CFP-2.tif:0011-0420-0520:11	389	520.541	420.130	0
8	Pos001CFP-2.tif:0012-0404-0523:12	385	523.513	404.583	0
9	Pos001CFP-2.tif:0013-0381-0527:13	339	527.742	381.919	0
10	Pos001CFP-2.tif:0014-0365-0532:14	302	531.500	364.619	0
11	Pos001CFP-2.tif:0015-0354-0533:15	300	533.263	353.933	0
12	Pos001CFP-2.tif:0016-0327-0539:16	273	538.328	327.097	0
13	Pos001CFP-2.tif:0017-0297-0540:17	244	540.648	297.898	0
14	Pos001CFP-2.tif:0018-0286-0537:18	257	536.531	286.628	0
15	Pos001CFP-2.tif:0019-0268-0532:19	250	533.716	269.096	0
16	Pos001CFP-2.tif:0020-0263-0531:20	343	531.704	263.491	0
17	Pos001CFP-2.tif:0021-0251-0527:21	255	527.982	250.320	0
18	Pos001CFP-2.tif:0022-0241-0523:22	354	524.975	241.415	0
19	Pos001CFP-2.tif:0023-0242-0520:23	344	521.363	242.532	0
20	Pos001CFP-2.tif:0024-0237-0522:24	228	521.715	238.004	0
21	Pos001CFP-2.tif:0025-0226-0513:25	255	512.594	227.410	0
22	Pos001CFP-2.tif:0026-0208-0501:26	335	501.727	208.196	0
23	Pos001CFP-2.tif:0027-0198-0490:27	334	491.054	199.129	0
24	Pos001CFP-2.tif:0028-0188-0480:28	229	480.417	189.199	0
25	Pos001CFP-2.tif:0029-0184-0476:29	309	475.235	183.439	0
26	Pos001CFP-2.tif:0030-0154-0471:30	219	472.760	153.884	0
27	Pos001CFP-2.tif:0031-0143-0465:31	270	466.800	142.863	0
28	Pos001CFP-2.tif:0032-0141-0461:32	253	463.172	141.812	0
29	Pos001CFP-2.tif:0033-0138-0455:33	277	456.576	138.226	0
30	Pos001CFP-2.tif:0034-0139-0451:34	304	451.921	138.872	0
31	Pos001CFP-2.tif:0035-0146-0446:35	315	447.290	145.214	0
32	Pos001CFP-2.tif:0036-0151-0447:36	329	447.685	151.354	0
33	Pos001CFP-2.tif:0037-0156-0454:37	329	454.847	156.093	0
34	Pos001CFP-2.tif:0038-0164-0468:38	350	468.374	163.774	0
35	Pos001CFP-2.tif:0039-0168-0480:39	330	480.191	168.315	0
36	Pos001CFP-2.tif:0040-0179-0490:40	313	490.708	179.685	0
37	Pos001CFP-2.tif:0041-0205-0505:41	238	505.546	205.908	0
38	Pos001CFP-2.tif:0042-0222-0510:42	215	509.928	222.226	0
39	Pos001CFP-2.tif:0043-0225-0500:43	275	501.784	225.045	0
40	Pos001CFP-2.tif:0044-0233-0490:44	274	491.423	232.358	0
41	Pos001CFP-2.tif:0045-0235-0486:45	288	486.524	235.219	0
42	Pos001CFP-2.tif:0046-0237-0477:46	296	477.804	236.659	0
43	Pos001CFP-2.tif:0047-0237-0465:47	265	466.175	237.300	0
44	Pos001CFP-2.tif:0048-0241-0431:48	260	430.738	240.750	0
45	Pos001CFP-2.tif:0049-0252-0418:49	279	418.400	251.668	0
46	Pos001CFP-2.tif:0050-0251-0394:50	273	394.555	251.104	0
47	Pos001CFP-2.tif:0051-0261-0386:51	256	386.715	261.008	0
48	Pos001CFP-2.tif:0052-0264-0384:52	283	385.553	263.769	0
49	Pos001CFP-2.tif:0053-0281-0386:53	257	386.582	280.971	0
50	Pos001CFP-2.tif:0054-0295-0393:54	285	393.142	295.191	0
51	Pos001CFP-2.tif:0055-0314-0408:55	271	407.315	313.253	0
52	Pos001CFP-2.tif:0056-0310-0417:56	266	416.906	309.338	0
53	Pos001CFP-2.tif:0057-0303-0414:57	266	413.380	302.962	0
54	Pos001CFP-2.tif:0058-0295-0407:58	273	406.152	294.885	0
55	Pos001CFP-2.tif:0059-0284-0387:59	266	387.177	285.086	0
56	Pos001CFP-2.tif:0060-0281-0385:60	302	385.232	280.325	0
57	Pos001CFP-2.tif:0061-0273-0377:61	316	376.902	273.465	0
58	Pos001CFP-2.tif:0062-0272-0365:62	299	365.022	272.222	0
59	Pos001CFP-2.tif:0063-0279-0352:63	276	351.424	279.264	0
60	Pos001CFP-2.tif:0064-0286-0340:64	301	340.762	286.570	0
61	Pos001CFP-2.tif:0065-0281-0334:65	292	334.983	282.055	0
62	Pos001CFP-2.tif:0066-0267-0323:66	288	324.135	267.809	0
63	Pos001CFP-2.tif:0067-0247-0313:67	178	313.253	247.843	0
64	Pos001CFP-2.tif:0068-0239-0304:68	283	304.903	239.313	0
65	Pos001CFP-2.tif:0069-0234-0300:69	269	300.139	234.485	0
66	Pos001CFP-2.tif:0070-0233-0299:70	249	299.175	233.127	0
67	Pos001CFP-2.tif:0071-0222-0296:71	206	296.320	222.097	0
68	Pos001CFP-2.tif:0072-0220-0298:72	178	298.281	220.365	0
69	Pos001CFP-2.tif:0073-0223-0303:73	326	302.202	224.218	0
