 	Label	Area	X	Y	Division
1	Pos002CFP-2.tif:0001-0507-0317:1	502	317.813	507.181	0
2	Pos002CFP-2.tif:0002-0516-0340:2	542	339.801	516.939	0
3	Pos002CFP-2.tif:0003-0515-0343:3	500	343.396	514.360	0
4	Pos002CFP-2.tif:0004-0511-0342:4	533	341.881	510.905	0
5	Pos002CFP-2.tif:0005-0507-0342:5	536	342.435	507.069	0
6	Pos002CFP-2.tif:0006-0523-0348:6	560	349.188	523.250	1
7	Pos002CFP-2.tif:0007-0519-0360:7	173	359.905	518.893	0
8	Pos002CFP-2.tif:0008-0514-0364:8	255	364.022	514.657	0
9	Pos002CFP-2.tif:0009-0507-0362:9	280	362.168	507.232	0
10	Pos002CFP-2.tif:0010-0496-0358:10	205	358.105	495.783	0
11	Pos002CFP-2.tif:0011-0495-0357:11	215	357.291	493.602	0
12	Pos002CFP-2.tif:0012-0493-0359:12	284	358.623	493.373	0
13	Pos002CFP-2.tif:0013-0490-0357:13	247	357.168	489.508	0
14	Pos002CFP-2.tif:0014-0487-0358:14	229	356.880	486.635	0
15	Pos002CFP-2.tif:0015-0483-0355:15	259	355.859	483.631	0
16	Pos002CFP-2.tif:0016-0478-0346:16	251	346.353	476.428	0
17	Pos002CFP-2.tif:0017-0474-0335:17	305	336.500	473.418	0
18	Pos002CFP-2.tif:0018-0471-0329:18	322	330.348	470.994	0
19	Pos002CFP-2.tif:0019-0471-0323:19	316	323.218	470.421	0
20	Pos002CFP-2.tif:0020-0471-0314:20	323	314.153	470.856	0
21	Pos002CFP-2.tif:0021-0472-0306:21	258	306.671	472.713	0
22	Pos002CFP-2.tif:0022-0471-0303:22	253	302.686	470.962	0
23	Pos002CFP-2.tif:0023-0466-0296:23	253	295.555	467.117	0
24	Pos002CFP-2.tif:0024-0462-0288:24	320	288.387	461.609	0
25	Pos002CFP-2.tif:0025-0449-0282:25	318	282.764	449.314	0
26	Pos002CFP-2.tif:0026-0424-0288:26	205	288.485	425.305	0
27	Pos002CFP-2.tif:0027-0405-0289:27	261	290.228	405.607	0
28	Pos002CFP-2.tif:0028-0378-0304:28	250	303.672	378.548	0
29	Pos002CFP-2.tif:0029-0365-0309:29	265	309.462	365.270	0
30	Pos002CFP-2.tif:0030-0357-0309:30	280	308.779	357.336	0
31	Pos002CFP-2.tif:0031-0351-0310:31	288	310.653	351.552	0
32	Pos002CFP-2.tif:0032-0338-0317:32	273	316.676	338.925	0
33	Pos002CFP-2.tif:0033-0333-0323:33	282	323.454	333.968	0
34	Pos002CFP-2.tif:0034-0333-0334:34	265	334.606	333.549	0
35	Pos002CFP-2.tif:0035-0333-0350:35	260	350.650	333.308	0
36	Pos002CFP-2.tif:0036-0330-0359:36	273	359.544	330.126	0
37	Pos002CFP-2.tif:0037-0328-0368:37	293	367.654	329.415	0
38	Pos002CFP-2.tif:0038-0327-0376:38	306	375.833	328.235	0
39	Pos002CFP-2.tif:0039-0326-0380:39	310	379.887	327.226	0
40	Pos002CFP-2.tif:0040-0325-0385:40	323	384.509	325.481	0
41	Pos002CFP-2.tif:0041-0325-0388:41	322	388.593	325.842	0
42	Pos002CFP-2.tif:0042-0325-0391:42	328	390.963	325.262	0
43	Pos002CFP-2.tif:0043-0324-0391:43	332	391.762	324.524	0
44	Pos002CFP-2.tif:0044-0320-0394:44	320	394.331	320.919	0
45	Pos002CFP-2.tif:0045-0307-0412:45	274	412.573	307.628	0
46	Pos002CFP-2.tif:0046-0292-0418:46	195	418.818	291.690	0
47	Pos002CFP-2.tif:0047-0277-0422:47	270	422.500	276.511	0
48	Pos002CFP-2.tif:0048-0273-0425:48	283	425.217	273.242	0
49	Pos002CFP-2.tif:0049-0267-0427:49	287	427.253	267.305	0
50	Pos002CFP-2.tif:0050-0262-0430:50	296	429.439	261.990	0
51	Pos002CFP-2.tif:0051-0250-0434:51	295	433.568	249.876	0
52	Pos002CFP-2.tif:0052-0237-0438:52	298	437.503	237.252	0
53	Pos002CFP-2.tif:0053-0234-0438:53	292	438.479	233.651	0
54	Pos002CFP-2.tif:0054-0242-0438:54	292	437.890	241.640	0
55	Pos002CFP-2.tif:0055-0253-0434:55	296	433.993	253.041	0
56	Pos002CFP-2.tif:0056-0260-0432:56	300	431.793	260.273	0
57	Pos002CFP-2.tif:0057-0264-0431:57	301	430.593	264.141	0
58	Pos002CFP-2.tif:0058-0283-0421:58	208	420.596	282.841	0
59	Pos002CFP-2.tif:0059-0314-0415:59	239	415.098	314.810	0
60	Pos002CFP-2.tif:0060-0318-0419:60	262	419.836	318.553	0
61	Pos002CFP-2.tif:0061-0331-0416:61	234	417.184	331.444	0
62	Pos002CFP-2.tif:0062-0337-0415:62	264	415.345	337.428	0
63	Pos002CFP-2.tif:0063-0339-0414:63	271	414.120	339.282	0
64	Pos002CFP-2.tif:0064-0342-0412:64	280	412.229	341.514	0
65	Pos002CFP-2.tif:0065-0342-0413:65	284	413.993	342.208	0
66	Pos002CFP-2.tif:0066-0343-0415:66	275	414.740	342.798	0
67	Pos002CFP-2.tif:0067-0343-0415:67	291	415.074	342.627	0
68	Pos002CFP-2.tif:0068-0338-0417:68	281	417.315	338.518	0
69	Pos002CFP-2.tif:0069-0336-0419:69	286	419.699	335.825	0
70	Pos002CFP-2.tif:0070-0336-0420:70	286	419.696	335.507	0
71	Pos002CFP-2.tif:0071-0333-0424:71	288	423.410	333.486	0
72	Pos002CFP-2.tif:0072-0330-0427:72	217	426.537	330.505	0
73	Pos002CFP-2.tif:0073-0328-0429:73	215	429.449	327.853	0
