 	Label	Area	X	Y	Division
1	Pos001CFP-2.tif:0001-0432-0476:1	426	476.610	433.411	0
2	Pos001CFP-2.tif:0002-0482-0460:2	440	460.752	482.807	0
3	Pos001CFP-2.tif:0003-0476-0479:3	465	479.844	476.332	0
4	Pos001CFP-2.tif:0004-0460-0500:4	455	500.768	459.737	0
5	Pos001CFP-2.tif:0005-0457-0511:5	384	511.331	457.333	1
6	Pos001CFP-2.tif:0006-0464-0512:6	257	512.309	464.333	0
7	Pos001CFP-2.tif:0007-0458-0516:7	287	517.371	459.458	0
8	Pos001CFP-2.tif:0008-0458-0515:8	314	516.258	459.503	0
9	Pos001CFP-2.tif:0009-0458-0514:9	316	514.775	459.816	0
10	Pos001CFP-2.tif:0010-0463-0512:10	308	512.792	463.218	0
11	Pos001CFP-2.tif:0011-0467-0509:11	325	510.011	467.611	0
12	Pos001CFP-2.tif:0012-0489-0495:12	276	494.953	488.663	0
13	Pos001CFP-2.tif:0013-0492-0482:13	341	481.562	492.773	0
14	Pos001CFP-2.tif:0014-0494-0476:14	375	476.583	493.641	0
15	Pos001CFP-2.tif:0015-0495-0477:15	393	477.235	495.393	0
16	Pos001CFP-2.tif:0016-0498-0476:16	412	475.689	497.650	0
17	Pos001CFP-2.tif:0017-0501-0475:17	416	474.740	500.276	0
18	Pos001CFP-2.tif:0018-0501-0476:18	423	476.027	500.918	0
19	Pos001CFP-2.tif:0019-0500-0478:19	436	478.181	500.452	0
20	Pos001CFP-2.tif:0020-0498-0481:20	439	481.024	498.167	0
21	Pos001CFP-2.tif:0021-0490-0479:21	372	479.602	490.312	0
22	Pos001CFP-2.tif:0022-0485-0486:22	363	486.448	484.993	0
23	Pos001CFP-2.tif:0023-0474-0504:23	287	504.514	473.890	0
24	Pos001CFP-2.tif:0024-0469-0510:24	297	509.901	469.177	0
25	Pos001CFP-2.tif:0025-0462-0515:25	311	515.178	463.079	0
26	Pos001CFP-2.tif:0026-0455-0518:26	313	518.065	456.366	0
27	Pos001CFP-2.tif:0027-0452-0519:27	328	519.387	453.363	0
28	Pos001CFP-2.tif:0028-0443-0522:28	316	522.744	443.541	0
29	Pos001CFP-2.tif:0029-0437-0525:29	311	525.072	438.690	0
30	Pos001CFP-2.tif:0030-0431-0524:30	304	524.349	430.622	0
31	Pos001CFP-2.tif:0031-0426-0525:31	310	525.139	426.026	0
32	Pos001CFP-2.tif:0032-0424-0525:32	317	524.544	423.850	0
33	Pos001CFP-2.tif:0033-0424-0520:33	340	519.303	423.956	0
34	Pos001CFP-2.tif:0034-0436-0517:34	311	517.069	436.153	0
35	Pos001CFP-2.tif:0035-0455-0512:35	306	511.065	455.359	0
36	Pos001CFP-2.tif:0036-0474-0503:36	324	502.602	473.901	0
37	Pos001CFP-2.tif:0037-0479-0498:37	353	497.525	479.044	0
38	Pos001CFP-2.tif:0038-0475-0510:38	489	510.502	475.827	0
39	Pos001CFP-2.tif:0039-0487-0513:39	366	513.678	487.451	0
40	Pos001CFP-2.tif:0040-0482-0509:40	380	509.447	482.018	0
41	Pos001CFP-2.tif:0041-0479-0508:41	420	508.545	479.312	0
42	Pos001CFP-2.tif:0042-0479-0505:42	472	505.881	479.208	0
43	Pos001CFP-2.tif:0043-0477-0505:43	506	505.609	477.091	0
44	Pos001CFP-2.tif:0044-0475-0505:44	539	505.847	474.853	0
45	Pos001CFP-2.tif:0045-0470-0507:45	542	507.919	470.690	0
46	Pos001CFP-2.tif:0046-0465-0506:46	573	506.381	465.259	0
47	Pos001CFP-2.tif:0047-0460-0508:47	593	508.868	459.827	0
48	Pos001CFP-2.tif:0048-0452-0511:48	612	511.810	451.668	0
49	Pos001CFP-2.tif:0049-0444-0513:49	602	513.645	444.179	0
50	Pos001CFP-2.tif:0050-0439-0515:50	615	515.772	439.490	0
51	Pos001CFP-2.tif:0051-0433-0517:51	602	518.080	433.161	0
52	Pos001CFP-2.tif:0052-0424-0520:52	609	520.782	423.653	0
53	Pos001CFP-2.tif:0053-0415-0521:53	606	522.104	415.122	0
54	Pos001CFP-2.tif:0054-0407-0521:54	603	521.167	407.918	0
55	Pos001CFP-2.tif:0055-0402-0521:55	606	521.772	403.130	0
56	Pos001CFP-2.tif:0056-0399-0522:56	605	522.120	399.236	0
57	Pos001CFP-2.tif:0057-0394-0523:57	605	522.662	394.763	0
58	Pos001CFP-2.tif:0058-0393-0523:58	607	523.192	393.118	0
59	Pos001CFP-2.tif:0059-0390-0524:59	601	524.475	390.357	0
60	Pos001CFP-2.tif:0060-0391-0524:60	614	524.520	391.607	0
61	Pos001CFP-2.tif:0061-0393-0524:61	599	524.318	393.739	0
62	Pos001CFP-2.tif:0062-0395-0524:62	606	524.178	395.205	0
63	Pos001CFP-2.tif:0063-0397-0524:63	610	523.761	397.797	0
64	Pos001CFP-2.tif:0064-0402-0523:64	613	523.453	402.376	0
65	Pos001CFP-2.tif:0065-0405-0523:65	607	523.315	405.922	0
66	Pos001CFP-2.tif:0066-0408-0524:66	607	523.882	408.138	0
67	Pos001CFP-2.tif:0067-0407-0523:67	612	523.479	407.686	0
68	Pos001CFP-2.tif:0068-0406-0523:68	605	523.690	406.083	0
69	Pos001CFP-2.tif:0069-0406-0523:69	617	523.328	406.571	0
70	Pos001CFP-2.tif:0070-0408-0523:70	615	522.846	408.032	0
71	Pos001CFP-2.tif:0071-0408-0523:71	615	523.185	408.360	0
72	Pos001CFP-2.tif:0072-0411-0523:72	612	523.088	411.712	0
73	Pos001CFP-2.tif:0073-0416-0522:73	610	522.495	416.569	0
74	Pos001CFP-2.tif:0073-0416-0522:73	610	522.495	416.569	0
