 	Label	Area	X	Y	Division
1	Pos003CFP.tif:0005-0271-0686:5	455	686.489	271.777	1
2	Pos003CFP.tif:0006-0259-0682:6	207	682.268	258.988	0
3	Pos003CFP.tif:0007-0266-0685:7	214	685.089	265.841	0
4	Pos003CFP.tif:0008-0276-0679:8	253	679.670	274.370	0
5	Pos003CFP.tif:0009-0279-0677:9	284	676.930	277.261	0
6	Pos003CFP.tif:0010-0277-0675:10	278	673.752	276.054	0
7	Pos003CFP.tif:0011-0274-0676:11	265	674.821	275.119	0
8	Pos003CFP.tif:0012-0273-0677:12	267	677.062	274.650	0
9	Pos003CFP.tif:0013-0270-0674:13	270	673.711	271.589	0
10	Pos003CFP.tif:0014-0272-0671:14	298	670.527	272.487	0
11	Pos003CFP.tif:0015-0272-0670:15	324	668.938	273.201	0
12	Pos003CFP.tif:0016-0274-0666:16	351	665.298	275.346	0
13	Pos003CFP.tif:0017-0276-0664:17	351	663.984	275.967	0
14	Pos003CFP.tif:0018-0273-0665:18	322	665.068	273.804	0
15	Pos003CFP.tif:0019-0272-0664:19	326	663.015	272.899	0
16	Pos003CFP.tif:0020-0273-0668:20	319	667.099	273.459	0
17	Pos003CFP.tif:0021-0272-0669:21	279	668.618	272.081	0
18	Pos003CFP.tif:0022-0265-0682:22	270	682.489	264.604	0
19	Pos003CFP.tif:0023-0256-0693:23	303	693.744	256.708	0
20	Pos003CFP.tif:0024-0250-0699:24	296	699.220	249.571	0
21	Pos003CFP.tif:0025-0248-0697:25	280	696.146	247.436	0
22	Pos003CFP.tif:0026-0228-0726:26	292	725.627	227.911	0
23	Pos003CFP.tif:0027-0226-0727:27	260	727.038	225.600	0
24	Pos003CFP.tif:0028-0224-0712:28	291	712.036	223.768	0
25	Pos003CFP.tif:0029-0222-0721:29	268	721.668	222.384	0
26	Pos003CFP.tif:0030-0221-0723:30	281	722.820	222.009	0
27	Pos003CFP.tif:0031-0221-0724:31	256	723.793	222.164	0
28	Pos003CFP.tif:0032-0227-0720:32	236	719.441	226.962	0
29	Pos003CFP.tif:0033-0226-0715:33	262	715.183	226.656	0
30	Pos003CFP.tif:0034-0225-0707:34	242	706.512	226.252	0
31	Pos003CFP.tif:0035-0222-0710:35	273	710.013	223.302	0
32	Pos003CFP.tif:0036-0226-0719:36	249	718.307	226.974	0
33	Pos003CFP.tif:0037-0223-0717:37	272	716.382	224.007	0
34	Pos003CFP.tif:0038-0221-0748:38	248	748.698	221.516	0
35	Pos003CFP.tif:0039-0223-0732:39	247	731.889	222.978	0
36	Pos003CFP.tif:0040-0223-0730:40	232	730.272	223.108	0
37	Pos003CFP.tif:0041-0219-0737:41	252	737.357	219.790	0
38	Pos003CFP.tif:0042-0219-0732:42	249	732.472	219.528	0
39	Pos003CFP.tif:0043-0225-0723:43	242	723.814	225.339	0
40	Pos003CFP.tif:0044-0227-0722:44	257	722.068	227.784	0
41	Pos003CFP.tif:0045-0224-0725:45	254	725.461	224.579	0
42	Pos003CFP.tif:0046-0226-0727:46	271	727.548	226.662	0
43	Pos003CFP.tif:0047-0221-0734:47	272	733.938	221.743	0
44	Pos003CFP.tif:0048-0223-0723:48	276	724.080	223.928	0
45	Pos003CFP.tif:0049-0222-0718:49	282	718.585	222.362	0
46	Pos003CFP.tif:0050-0221-0714:50	283	714.408	221.125	0
47	Pos003CFP.tif:0051-0218-0707:51	255	706.908	218.280	0
48	Pos003CFP.tif:0052-0217-0701:52	276	700.514	216.420	0
49	Pos003CFP.tif:0053-0217-0707:53	284	706.521	217.359	0
50	Pos003CFP.tif:0054-0218-0710:54	282	709.475	218.518	0
51	Pos003CFP.tif:0055-0220-0720:55	252	720.433	220.167	0
52	Pos003CFP.tif:0056-0222-0728:56	244	727.787	222.283	0
53	Pos003CFP.tif:0057-0221-0727:57	261	726.887	220.822	0
54	Pos003CFP.tif:0058-0218-0734:58	261	734.132	217.669	0
55	Pos003CFP.tif:0059-0218-0732:59	272	731.673	218.357	0
56	Pos003CFP.tif:0060-0221-0725:60	262	724.447	221.031	0
57	Pos003CFP.tif:0061-0221-0721:61	273	720.863	221.467	0
58	Pos003CFP.tif:0062-0221-0719:62	268	718.377	221.082	0
59	Pos003CFP.tif:0063-0221-0707:63	258	706.283	221.686	0
60	Pos003CFP.tif:0064-0220-0706:64	261	705.435	220.067	0
61	Pos003CFP.tif:0065-0220-0711:65	270	711.352	219.819	0
62	Pos003CFP.tif:0066-0219-0709:66	268	709.261	219.276	0
63	Pos003CFP.tif:0067-0220-0714:67	272	714.188	220.438	0
64	Pos003CFP.tif:0068-0222-0727:68	260	726.565	221.523	0
65	Pos003CFP.tif:0069-0222-0733:69	262	732.294	221.992	0
66	Pos003CFP.tif:0070-0222-0729:70	262	728.366	221.832	0
67	Pos003CFP.tif:0071-0222-0729:71	267	728.594	222.155	0
68	Pos003CFP.tif:0072-0222-0728:72	267	728.058	221.961	0
69	Pos003CFP.tif:0073-0223-0724:73	262	723.534	222.496	0
70	Pos003CFP.tif:0073-0223-0724:73	262	723.534	222.496	0
