 	Label	Area	X	Y	Division
1	Pos003CFP.tif:0006-0153-0234:6	383	234.722	153.824	1
2	Pos003CFP.tif:0007-0157-0246:7	180	246.333	157.861	0
3	Pos003CFP.tif:0008-0158-0251:8	186	251.280	158.516	0
4	Pos003CFP.tif:0009-0157-0250:9	262	251.267	158.198	0
5	Pos003CFP.tif:0010-0160-0252:10	297	253.726	160.641	0
6	Pos003CFP.tif:0011-0162-0250:11	318	251.299	161.308	0
7	Pos003CFP.tif:0012-0162-0249:12	319	249.870	162.105	0
8	Pos003CFP.tif:0013-0161-0248:13	319	249.666	160.585	0
9	Pos003CFP.tif:0014-0159-0245:14	315	247.160	158.640	0
10	Pos003CFP.tif:0015-0158-0242:15	396	243.311	157.530	0
11	Pos003CFP.tif:0016-0161-0244:16	402	244.570	160.955	0
12	Pos003CFP.tif:0017-0163-0245:17	390	246.036	163.003	0
13	Pos003CFP.tif:0018-0164-0247:18	393	248.164	164.520	0
14	Pos003CFP.tif:0019-0168-0251:19	390	252.328	167.128	0
15	Pos003CFP.tif:0020-0172-0257:20	382	257.518	171.092	0
16	Pos003CFP.tif:0021-0176-0260:21	357	261.225	175.480	0
17	Pos003CFP.tif:0022-0178-0260:22	354	261.096	177.955	0
18	Pos003CFP.tif:0023-0180-0258:23	373	259.087	179.398	0
19	Pos003CFP.tif:0024-0184-0259:24	381	259.298	184.545	0
20	Pos003CFP.tif:0025-0189-0260:25	378	259.661	189.680	0
21	Pos003CFP.tif:0026-0193-0261:26	377	260.702	193.951	0
22	Pos003CFP.tif:0027-0194-0264:27	391	263.347	195.469	0
23	Pos003CFP.tif:0028-0199-0266:28	383	265.954	201.257	0
24	Pos003CFP.tif:0029-0202-0270:29	374	269.123	203.826	0
25	Pos003CFP.tif:0030-0207-0266:30	352	266.551	209.457	0
26	Pos003CFP.tif:0031-0212-0266:31	362	266.116	214.508	0
27	Pos003CFP.tif:0032-0216-0268:32	353	267.494	218.106	0
28	Pos003CFP.tif:0033-0217-0267:33	348	266.922	219.009	0
29	Pos003CFP.tif:0034-0223-0270:34	342	269.146	224.526	0
30	Pos003CFP.tif:0035-0232-0272:35	320	272.009	233.653	0
31	Pos003CFP.tif:0036-0255-0280:36	305	279.405	256.667	0
32	Pos003CFP.tif:0037-0270-0284:37	341	283.028	271.943	0
33	Pos003CFP.tif:0038-0278-0285:38	361	284.749	279.364	0
34	Pos003CFP.tif:0039-0284-0287:39	365	286.412	284.903	0
35	Pos003CFP.tif:0040-0290-0291:40	364	291.426	290.376	0
36	Pos003CFP.tif:0041-0301-0299:41	358	299.534	300.684	0
37	Pos003CFP.tif:0042-0305-0305:42	360	305.856	303.908	0
38	Pos003CFP.tif:0043-0304-0308:43	352	309.131	303.193	0
39	Pos003CFP.tif:0044-0301-0308:44	320	310.103	301.387	0
40	Pos003CFP.tif:0045-0300-0308:45	281	309.340	300.094	0
41	Pos003CFP.tif:0046-0300-0307:46	335	308.034	299.557	0
42	Pos003CFP.tif:0047-0300-0307:47	347	307.823	299.814	0
43	Pos003CFP.tif:0048-0304-0307:48	348	308.463	304.155	0
44	Pos003CFP.tif:0049-0308-0304:49	356	306.140	307.736	0
45	Pos003CFP.tif:0050-0311-0304:50	352	305.531	311.270	0
46	Pos003CFP.tif:0051-0313-0301:51	297	303.241	313.345	0
47	Pos003CFP.tif:0052-0316-0300:52	290	301.059	315.952	0
48	Pos003CFP.tif:0053-0320-0297:53	300	298.733	319.510	0
49	Pos003CFP.tif:0054-0322-0297:54	295	298.402	322.086	0
50	Pos003CFP.tif:0055-0324-0294:55	259	295.234	323.685	0
51	Pos003CFP.tif:0056-0326-0293:56	292	294.990	326.483	0
52	Pos003CFP.tif:0057-0327-0292:57	300	294.763	327.870	0
53	Pos003CFP.tif:0058-0330-0290:58	298	292.362	329.923	0
54	Pos003CFP.tif:0059-0330-0289:59	321	290.531	330.569	0
55	Pos003CFP.tif:0060-0332-0286:60	320	288.113	332.900	0
56	Pos003CFP.tif:0061-0334-0284:61	311	286.140	334.291	0
57	Pos003CFP.tif:0062-0334-0282:62	304	284.135	334.352	0
58	Pos003CFP.tif:0063-0333-0283:63	305	284.680	333.464	0
59	Pos003CFP.tif:0064-0333-0283:64	303	284.642	332.909	0
60	Pos003CFP.tif:0065-0333-0284:65	308	285.169	332.705	0
61	Pos003CFP.tif:0066-0332-0286:66	300	287.180	332.580	0
62	Pos003CFP.tif:0067-0330-0288:67	275	289.391	330.082	0
63	Pos003CFP.tif:0068-0329-0291:68	297	292.874	328.874	0
64	Pos003CFP.tif:0069-0326-0298:69	285	299.447	326.405	0
65	Pos003CFP.tif:0070-0332-0301:70	274	301.438	331.361	0
66	Pos003CFP.tif:0071-0337-0295:71	268	295.866	336.134	0
67	Pos003CFP.tif:0072-0335-0297:72	284	297.870	334.447	0
68	Pos003CFP.tif:0073-0321-0314:73	257	314.609	320.757	0
69	Pos003CFP.tif:0073-0321-0314:73	257	314.609	320.757	0
