 	Label	Area	X	Y	Division
1	Pos002CFP-2.tif:0005-0491-0502:5	351	501.719	491.466	1
2	Pos002CFP-2.tif:0006-0498-0506:6	163	505.942	497.972	0
3	Pos002CFP-2.tif:0007-0516-0501:7	198	502.212	515.444	0
4	Pos002CFP-2.tif:0008-0515-0499:8	245	500.847	513.778	0
5	Pos002CFP-2.tif:0009-0508-0498:9	299	498.737	508.306	0
6	Pos002CFP-2.tif:0010-0503-0498:10	298	499.225	502.570	0
7	Pos002CFP-2.tif:0011-0498-0497:11	304	497.651	499.253	0
8	Pos002CFP-2.tif:0012-0494-0495:12	280	493.961	494.711	0
9	Pos002CFP-2.tif:0013-0489-0491:13	307	490.989	490.279	0
10	Pos002CFP-2.tif:0014-0481-0492:14	287	491.699	482.354	0
11	Pos002CFP-2.tif:0015-0474-0496:15	282	495.770	475.546	0
12	Pos002CFP-2.tif:0016-0468-0499:16	278	499.478	469.982	0
13	Pos002CFP-2.tif:0017-0468-0502:17	281	501.756	469.553	0
14	Pos002CFP-2.tif:0018-0467-0502:18	299	502.192	467.677	0
15	Pos002CFP-2.tif:0019-0464-0505:19	300	504.640	465.217	0
16	Pos002CFP-2.tif:0020-0463-0503:20	303	502.464	463.236	0
17	Pos002CFP-2.tif:0021-0460-0503:21	313	502.312	460.858	0
18	Pos002CFP-2.tif:0022-0458-0504:22	305	503.536	458.015	0
19	Pos002CFP-2.tif:0023-0455-0508:23	304	508.086	455.395	0
20	Pos002CFP-2.tif:0024-0449-0512:24	293	511.937	449.268	0
21	Pos002CFP-2.tif:0025-0436-0512:25	246	512.476	435.736	0
22	Pos002CFP-2.tif:0026-0411-0508:26	226	508.173	411.018	0
23	Pos002CFP-2.tif:0027-0403-0512:27	240	512.038	401.979	0
24	Pos002CFP-2.tif:0028-0403-0516:28	259	515.473	402.751	0
25	Pos002CFP-2.tif:0029-0379-0524:29	191	522.647	378.882	0
26	Pos002CFP-2.tif:0030-0372-0524:30	195	523.341	372.305	0
27	Pos002CFP-2.tif:0031-0363-0527:31	193	525.645	364.085	0
28	Pos002CFP-2.tif:0032-0355-0528:32	253	527.978	356.014	0
29	Pos002CFP-2.tif:0033-0341-0540:33	220	539.118	342.127	0
30	Pos002CFP-2.tif:0034-0316-0544:34	242	543.103	317.231	0
31	Pos002CFP-2.tif:0035-0304-0549:35	228	548.820	304.548	0
32	Pos002CFP-2.tif:0036-0287-0554:36	215	553.626	287.900	0
33	Pos002CFP-2.tif:0037-0274-0564:37	235	563.070	275.372	0
34	Pos002CFP-2.tif:0038-0264-0570:38	239	569.621	265.500	0
35	Pos002CFP-2.tif:0039-0258-0576:39	238	575.206	259.950	0
36	Pos002CFP-2.tif:0040-0252-0588:40	213	587.190	253.293	0
37	Pos002CFP-2.tif:0041-0259-0596:41	216	595.704	260.556	0
38	Pos002CFP-2.tif:0042-0266-0599:42	230	599.000	266.643	0
39	Pos002CFP-2.tif:0043-0264-0600:43	238	600.601	265.437	0
40	Pos002CFP-2.tif:0044-0262-0597:44	229	596.395	263.190	0
41	Pos002CFP-2.tif:0045-0257-0591:45	241	591.002	258.517	0
42	Pos002CFP-2.tif:0046-0255-0584:46	189	583.870	256.140	0
43	Pos002CFP-2.tif:0047-0245-0573:47	216	572.352	246.093	0
44	Pos002CFP-2.tif:0048-0242-0571:48	135	572.581	241.796	0
45	Pos002CFP-2.tif:0049-0232-0565:49	84	565.857	233.333	0
46	Pos002CFP-2.tif:0050-0217-0554:50	123	553.215	217.427	0
47	Pos002CFP-2.tif:0051-0206-0544:51	228	543.750	207.039	0
48	Pos002CFP-2.tif:0052-0196-0538:52	227	538.742	197.156	0
49	Pos002CFP-2.tif:0053-0187-0538:53	188	538.415	186.957	0
50	Pos002CFP-2.tif:0054-0188-0538:54	220	537.832	188.318	0
51	Pos002CFP-2.tif:0055-0188-0538:55	220	536.955	188.941	0
52	Pos002CFP-2.tif:0056-0200-0540:56	224	539.955	201.906	0
53	Pos002CFP-2.tif:0057-0213-0541:57	219	540.724	213.409	0
54	Pos002CFP-2.tif:0058-0216-0540:58	234	540.107	216.547	0
55	Pos002CFP-2.tif:0059-0207-0536:59	244	535.832	207.947	0
56	Pos002CFP-2.tif:0060-0206-0537:60	249	537.472	206.978	0
57	Pos002CFP-2.tif:0061-0205-0540:61	234	539.949	205.662	0
58	Pos002CFP-2.tif:0062-0199-0539:62	249	539.974	199.428	0
59	Pos002CFP-2.tif:0063-0196-0540:63	219	540.217	196.185	0
60	Pos002CFP-2.tif:0064-0203-0542:64	239	542.245	202.492	0
61	Pos002CFP-2.tif:0065-0204-0542:65	227	542.654	204.037	0
62	Pos002CFP-2.tif:0066-0205-0543:66	244	542.955	205.492	0
63	Pos002CFP-2.tif:0067-0209-0546:67	255	546.147	209.096	0
64	Pos002CFP-2.tif:0068-0206-0546:68	255	546.845	206.253	0
65	Pos002CFP-2.tif:0069-0214-0551:69	249	551.653	214.576	0
66	Pos002CFP-2.tif:0070-0214-0551:70	248	551.786	214.008	0
67	Pos002CFP-2.tif:0071-0220-0557:71	247	557.715	220.500	0
68	Pos002CFP-2.tif:0072-0219-0555:72	242	555.314	219.066	0
69	Pos002CFP-2.tif:0073-0215-0550:73	232	550.310	215.664	0
