 	Label	Area	X	Y	Division
1	Pos003CFP.tif:0004-0407-0700:4	393	699.940	407.177	1
2	Pos003CFP.tif:0005-0399-0716:5	239	716.349	399.554	0
3	Pos003CFP.tif:0006-0398-0718:6	231	718.102	399.227	0
4	Pos003CFP.tif:0007-0387-0727:7	265	727.217	388.802	0
5	Pos003CFP.tif:0008-0387-0733:8	290	731.948	389.359	0
6	Pos003CFP.tif:0009-0390-0733:9	268	732.183	391.448	0
7	Pos003CFP.tif:0010-0390-0736:10	271	735.013	391.046	0
8	Pos003CFP.tif:0011-0390-0743:11	303	742.035	391.480	0
9	Pos003CFP.tif:0012-0386-0754:12	270	752.989	386.604	0
10	Pos003CFP.tif:0013-0386-0756:13	265	755.126	386.753	0
11	Pos003CFP.tif:0014-0385-0755:14	266	754.816	386.165	0
12	Pos003CFP.tif:0015-0386-0753:15	282	752.784	386.631	0
13	Pos003CFP.tif:0016-0385-0757:16	290	756.993	385.959	0
14	Pos003CFP.tif:0017-0387-0759:17	270	759.070	387.448	0
15	Pos003CFP.tif:0018-0385-0759:18	270	758.922	385.785	0
16	Pos003CFP.tif:0019-0383-0759:19	271	758.208	384.304	0
17	Pos003CFP.tif:0020-0382-0757:20	268	757.280	383.004	0
18	Pos003CFP.tif:0021-0384-0757:21	272	757.040	384.562	0
19	Pos003CFP.tif:0022-0385-0753:22	283	753.239	385.942	0
20	Pos003CFP.tif:0023-0389-0751:23	307	750.265	389.399	0
21	Pos003CFP.tif:0024-0392-0747:24	319	746.754	392.842	0
22	Pos003CFP.tif:0025-0398-0747:25	311	746.407	398.281	0
23	Pos003CFP.tif:0026-0402-0715:26	218	716.128	402.688	0
24	Pos003CFP.tif:0027-0406-0695:27	207	695.229	406.983	0
25	Pos003CFP.tif:0028-0412-0677:28	222	677.261	412.216	0
26	Pos003CFP.tif:0029-0411-0658:29	245	658.341	411.753	0
27	Pos003CFP.tif:0030-0413-0631:30	281	631.290	413.005	0
28	Pos003CFP.tif:0031-0414-0626:31	265	626.123	414.194	0
29	Pos003CFP.tif:0032-0419-0619:32	247	619.253	418.994	0
30	Pos003CFP.tif:0033-0419-0620:33	231	620.504	420.002	0
31	Pos003CFP.tif:0034-0418-0621:34	242	621.140	418.384	0
32	Pos003CFP.tif:0035-0418-0618:35	241	618.873	418.641	0
33	Pos003CFP.tif:0036-0418-0620:36	243	620.278	418.949	0
34	Pos003CFP.tif:0037-0418-0621:37	249	621.492	418.761	0
35	Pos003CFP.tif:0038-0418-0625:38	223	624.917	418.702	0
36	Pos003CFP.tif:0039-0418-0626:39	247	625.864	418.233	0
37	Pos003CFP.tif:0040-0420-0624:40	242	624.793	420.132	0
38	Pos003CFP.tif:0041-0418-0626:41	246	626.894	418.488	0
39	Pos003CFP.tif:0042-0419-0621:42	237	621.635	419.297	0
40	Pos003CFP.tif:0043-0420-0619:43	227	619.954	420.099	0
41	Pos003CFP.tif:0044-0417-0622:44	244	622.049	417.713	0
42	Pos003CFP.tif:0045-0417-0623:45	265	623.930	417.692	0
43	Pos003CFP.tif:0046-0416-0624:46	246	624.728	416.459	0
44	Pos003CFP.tif:0047-0416-0627:47	254	627.449	416.035	0
45	Pos003CFP.tif:0048-0417-0629:48	243	629.730	417.693	0
46	Pos003CFP.tif:0049-0415-0640:49	219	640.788	415.253	0
47	Pos003CFP.tif:0050-0414-0642:50	226	642.757	414.323	0
48	Pos003CFP.tif:0051-0411-0649:51	235	649.449	411.857	0
49	Pos003CFP.tif:0052-0413-0655:52	231	655.794	413.500	0
50	Pos003CFP.tif:0053-0413-0656:53	224	656.924	412.808	0
51	Pos003CFP.tif:0054-0414-0659:54	231	659.587	413.768	0
52	Pos003CFP.tif:0055-0414-0665:55	234	664.825	414.034	0
53	Pos003CFP.tif:0056-0414-0670:56	239	670.149	414.496	0
54	Pos003CFP.tif:0057-0413-0676:57	242	676.926	413.694	0
55	Pos003CFP.tif:0058-0413-0686:58	243	686.451	413.640	0
56	Pos003CFP.tif:0059-0413-0681:59	246	681.415	413.220	0
57	Pos003CFP.tif:0060-0414-0684:60	249	684.998	414.038	0
58	Pos003CFP.tif:0061-0414-0700:61	240	700.871	414.954	0
59	Pos003CFP.tif:0062-0413-0708:62	233	709.285	413.079	0
60	Pos003CFP.tif:0063-0414-0711:63	248	711.798	414.653	0
61	Pos003CFP.tif:0064-0412-0711:64	248	711.194	412.931	0
62	Pos003CFP.tif:0065-0413-0710:65	247	710.577	413.038	0
63	Pos003CFP.tif:0066-0411-0711:66	252	711.988	411.643	0
64	Pos003CFP.tif:0067-0412-0709:67	248	710.048	412.496	0
65	Pos003CFP.tif:0068-0413-0705:68	244	706.070	413.639	0
66	Pos003CFP.tif:0069-0414-0700:69	243	700.648	414.780	0
67	Pos003CFP.tif:0070-0412-0694:70	242	694.822	412.727	0
68	Pos003CFP.tif:0071-0412-0689:71	253	689.623	412.053	0
69	Pos003CFP.tif:0072-0413-0680:72	248	680.097	412.290	0
70	Pos003CFP.tif:0073-0412-0678:73	245	678.116	412.149	0
