 	Label	Area	X	Y	Division
1	Pos001CFP-2.tif:0003-0111-0556:3	399	556.435	111.239	1
2	Pos001CFP-2.tif:0004-0118-0551:4	214	551.280	118.304	0
3	Pos001CFP-2.tif:0005-0115-0557:5	250	556.972	114.668	0
4	Pos001CFP-2.tif:0006-0110-0563:6	277	563.312	110.135	0
5	Pos001CFP-2.tif:0007-0107-0568:7	247	568.549	106.881	0
6	Pos001CFP-2.tif:0008-0104-0571:8	334	571.946	104.249	0
7	Pos001CFP-2.tif:0009-0105-0570:9	348	569.997	104.552	0
8	Pos001CFP-2.tif:0010-0103-0565:10	318	565.695	102.333	0
9	Pos001CFP-2.tif:0011-0102-0558:11	315	558.008	102.798	0
10	Pos001CFP-2.tif:0012-0111-0558:12	332	557.205	110.976	0
11	Pos001CFP-2.tif:0013-0113-0555:13	331	554.307	113.186	0
12	Pos001CFP-2.tif:0014-0114-0558:14	334	557.344	114.491	0
13	Pos001CFP-2.tif:0015-0114-0559:15	332	558.934	114.473	0
14	Pos001CFP-2.tif:0016-0111-0562:16	333	562.860	111.758	0
15	Pos001CFP-2.tif:0017-0121-0575:17	304	575.115	121.053	0
16	Pos001CFP-2.tif:0018-0131-0586:18	315	586.202	131.132	0
17	Pos001CFP-2.tif:0019-0161-0599:19	244	598.795	160.828	0
18	Pos001CFP-2.tif:0020-0171-0588:20	306	589.242	170.703	0
19	Pos001CFP-2.tif:0021-0171-0577:21	309	577.403	171.723	0
20	Pos001CFP-2.tif:0022-0176-0555:22	306	555.680	176.807	0
21	Pos001CFP-2.tif:0023-0193-0531:23	335	532.070	193.831	0
22	Pos001CFP-2.tif:0024-0213-0523:24	351	523.833	213.395	0
23	Pos001CFP-2.tif:0025-0224-0525:25	278	525.752	224.122	0
24	Pos001CFP-2.tif:0026-0232-0523:26	356	523.121	232.472	0
25	Pos001CFP-2.tif:0027-0232-0509:27	332	509.009	231.877	0
26	Pos001CFP-2.tif:0028-0234-0496:28	344	496.462	233.721	0
27	Pos001CFP-2.tif:0029-0234-0480:29	305	480.608	234.152	0
28	Pos001CFP-2.tif:0030-0238-0469:30	319	469.585	237.813	0
29	Pos001CFP-2.tif:0031-0239-0474:31	340	474.650	239.850	0
30	Pos001CFP-2.tif:0032-0259-0501:32	202	501.609	259.178	0
31	Pos001CFP-2.tif:0033-0277-0521:33	342	521.196	276.904	0
32	Pos001CFP-2.tif:0034-0309-0543:34	235	542.828	309.313	0
33	Pos001CFP-2.tif:0035-0312-0547:35	317	546.809	311.642	0
34	Pos001CFP-2.tif:0036-0314-0549:36	331	548.977	314.240	0
35	Pos001CFP-2.tif:0037-0315-0551:37	337	551.598	315.473	0
36	Pos001CFP-2.tif:0038-0317-0555:38	327	555.179	317.057	0
37	Pos001CFP-2.tif:0039-0320-0557:39	342	557.222	320.538	0
38	Pos001CFP-2.tif:0040-0336-0571:40	334	570.207	336.263	0
39	Pos001CFP-2.tif:0041-0339-0570:41	354	569.890	339.788	0
40	Pos001CFP-2.tif:0042-0342-0570:42	343	569.421	342.016	0
41	Pos001CFP-2.tif:0043-0343-0569:43	335	568.924	343.649	0
42	Pos001CFP-2.tif:0044-0356-0575:44	316	574.342	357.114	0
43	Pos001CFP-2.tif:0045-0373-0584:45	199	584.118	373.073	0
44	Pos001CFP-2.tif:0046-0397-0600:46	125	602.100	395.972	0
45	Pos001CFP-2.tif:0047-0415-0614:47	302	613.974	415.301	0
46	Pos001CFP-2.tif:0048-0439-0627:48	224	626.835	439.062	0
47	Pos001CFP-2.tif:0049-0449-0633:49	280	632.579	449.789	0
48	Pos001CFP-2.tif:0050-0462-0640:50	268	640.332	461.463	0
49	Pos001CFP-2.tif:0051-0466-0642:51	289	642.583	466.050	0
50	Pos001CFP-2.tif:0052-0478-0650:52	132	650.750	477.591	0
51	Pos001CFP-2.tif:0053-0476-0655:53	310	655.023	476.861	0
52	Pos001CFP-2.tif:0054-0478-0661:54	293	661.814	478.483	0
53	Pos001CFP-2.tif:0055-0477-0670:55	291	670.091	477.290	0
54	Pos001CFP-2.tif:0056-0476-0670:56	306	670.147	476.958	0
55	Pos001CFP-2.tif:0057-0504-0649:57	291	648.875	504.242	0
56	Pos001CFP-2.tif:0058-0521-0639:58	358	639.514	521.612	0
57	Pos001CFP-2.tif:0059-0536-0643:59	338	643.580	536.541	0
58	Pos001CFP-2.tif:0060-0539-0651:60	342	651.678	538.655	0
59	Pos001CFP-2.tif:0061-0542-0656:61	315	656.392	542.233	0
60	Pos001CFP-2.tif:0062-0543-0674:62	223	673.769	544.406	0
61	Pos001CFP-2.tif:0063-0551-0683:63	245	684.716	550.802	0
62	Pos001CFP-2.tif:0064-0559-0684:64	252	683.940	560.004	0
63	Pos001CFP-2.tif:0065-0566-0682:65	343	682.707	566.500	0
64	Pos001CFP-2.tif:0066-0574-0690:66	267	690.530	575.414	0
65	Pos001CFP-2.tif:0067-0586-0712:67	262	712.340	585.931	0
66	Pos001CFP-2.tif:0068-0593-0723:68	197	724.155	593.145	0
67	Pos001CFP-2.tif:0069-0606-0741:69	311	741.330	606.063	0
68	Pos001CFP-2.tif:0070-0614-0756:70	334	756.775	615.039	0
69	Pos001CFP-2.tif:0071-0619-0769:71	333	769.845	619.926	0
70	Pos001CFP-2.tif:0072-0628-0774:72	316	773.804	627.592	0
71	Pos001CFP-2.tif:0073-0642-0775:73	321	774.908	642.173	0
